chromosome	start	end	length
Pa10	1227413	1227728	315
Pa10	1227807	1227944	137
Pa10	1228372	1228492	120
Pa10	1228966	1229344	378
Pa10	1229347	1229531	184
Pa10	1229532	1234201	4669
Pa10	1234202	1234679	477
Pa10	1234677	1235215	538
Pa10	1235216	1235561	345
Pa10	1235557	1235989	432
Pa10	1235990	1236101	111
Pa10	1236052	1236297	245
Pa10	1236405	1238528	2123
Pa10	1238388	1243627	5239
Pa10	1244017	1244418	401
Pa10	1244961	1245394	433
Pa10	1245780	1246468	688
Pa10	1246612	1247507	895
Pa10	1247565	1247948	383
Pa10	1248657	1248714	57
Pa10	1249041	1249503	462
Pa10	1249593	1253057	3464
Pa10	1253069	1253402	333
Pa10	1253858	1254052	194
Pa10	1254421	1254463	42
Pa10	1254464	1254542	78
Pa10	1255813	1257271	1458
Pa10	1257560	1258287	727
Pa10	1258634	1258912	278
Pa10	1260319	1260524	205
Pa10	1260379	1260681	302
Pa10	1260684	1261941	1257
Pa10	1262247	1262595	348
Pa10	1262670	1262859	189
Pa10	1262808	1262905	97
Pa10	1267875	1267898	23
Pa10	1271264	1271298	34
Pa10	1271488	1273625	2137
Pa10	1273737	1273837	100
Pa10	1273835	1274310	475
Pa10	1274311	1275637	1326
Pa10	1275598	1276212	614
Pa10	1276218	1285272	9054
Pa10	1285200	1285387	187
Pa10	1285687	1285948	261
Pa10	1286248	1286509	261
Pa10	1286809	1287070	261
Pa10	1287370	1287631	261
Pa10	1287931	1288192	261
Pa10	1288492	1288753	261
Pa10	1289053	1289314	261
Pa10	1289614	1289875	261
Pa10	1290175	1290436	261
Pa10	1290736	1290997	261
Pa10	1291297	1291558	261
Pa10	1291858	1292119	261
Pa10	1292419	1292680	261
Pa10	1292980	1293241	261
Pa10	1293541	1293802	261
Pa10	1294102	1294363	261
Pa10	1294663	1294924	261
Pa10	1295224	1295485	261
Pa10	1295785	1296046	261
Pa10	1296346	1296607	261
Pa10	1296907	1297168	261
Pa10	1297468	1297729	261
Pa10	1298029	1298290	261
Pa10	1298590	1298851	261
Pa10	1299151	1299412	261
Pa10	1299712	1299973	261
Pa10	1300273	1300534	261
Pa10	1300834	1301095	261
Pa10	1301395	1301656	261
Pa10	1301956	1302217	261
Pa10	1302517	1302778	261
Pa10	1303078	1303339	261
Pa10	1303639	1303900	261
Pa10	1304200	1304461	261
Pa10	1304761	1305022	261
Pa10	1305322	1305583	261
Pa10	1305883	1306144	261
Pa10	1306444	1306705	261
Pa10	1307005	1307266	261
Pa10	1307566	1307827	261
Pa10	1308127	1308388	261
Pa10	1308688	1308949	261
Pa10	1309249	1309510	261
Pa10	1309810	1310071	261
Pa10	1310371	1310632	261
Pa10	1310932	1311193	261
Pa10	1311493	1311754	261
Pa10	1312054	1312315	261
Pa10	1312615	1312876	261
Pa10	1313176	1313437	261
Pa10	1313737	1313998	261
Pa10	1314299	1314488	189
Pa10	1314788	1315049	261
Pa10	1315349	1315610	261
Pa10	1315910	1316171	261
Pa10	1316471	1316732	261
Pa10	1317032	1317293	261
Pa10	1317593	1317854	261
Pa10	1318154	1318415	261
Pa10	1318716	1318905	189
Pa10	1319205	1319466	261
Pa10	1319766	1320027	261
Pa10	1320327	1320588	261
Pa10	1320888	1321149	261
Pa10	1321449	1321710	261
Pa10	1322010	1322271	261
Pa10	1322571	1322832	261
Pa10	1323132	1323393	261
Pa10	1323693	1323954	261
Pa10	1324254	1324515	261
Pa10	1324815	1325076	261
Pa10	1325376	1325637	261
Pa10	1325937	1326198	261
Pa10	1326498	1326759	261
Pa10	1327059	1327320	261
Pa10	1327620	1327881	261
Pa10	1328181	1328442	261
Pa10	1328742	1329003	261
Pa10	1329303	1329564	261
Pa10	1329864	1330125	261
Pa10	1330425	1330686	261
Pa10	1330986	1331247	261
Pa10	1331547	1331808	261
Pa10	1332108	1332369	261
Pa10	1332669	1332930	261
Pa10	1333230	1333491	261
Pa10	1333791	1334052	261
Pa10	1334352	1334613	261
Pa10	1334913	1335000	87
Pa10	1339866	1340061	195
Pa10	1340577	1340793	216
Pa10	1340859	1341127	268
Pa10	1341917	1342017	100
Pa10	1342018	1342174	156
Pa10	1343891	1343969	78
Pa10	1345267	1345294	27
Pa10	1345868	1348306	2438
Pa10	1348307	1348338	31
Pa10	1348727	1351463	2736
Pa10	1351970	1351991	21
Pa10	1359670	1359767	97
Pa10	1362722	1362757	35
Pa10	1364488	1364519	31
Pa10	1365165	1365231	66
Pa10	1369027	1369232	205
Pa10	1374712	1375478	766
Pa10	1376564	1376750	186
Pa10	1376689	1376779	90
Pa10	1376778	1377544	766
Pa10	1377477	1377561	84
Pa10	1388711	1388774	63
Pa10	1389005	1389056	51
Pa10	1392502	1392640	138
Pa10	1392638	1392832	194
Pa10	1392832	1393112	280
Pa10	1393119	1395522	2403
Pa10	1400383	1400608	225
Pa10	1400745	1400932	187
Pa10	1409556	1409624	68
Pa10	1409577	1409668	91
Pa10	1409643	1411916	2273
Pa10	1414051	1414102	51
Pa10	1414333	1414396	63
Pa10	1424747	1427999	3252
Pa10	1427998	1429729	1731
Pa10	1429627	1429967	340
Pa10	1429776	1430006	230
Pa10	1429998	1430035	37
Pa10	1430167	1430193	26
Pa10	1430620	1430667	47
Pa10	1431298	1431327	29
Pa10	1432334	1432384	50
Pa10	1439144	1441579	2435
Pa10	1441569	1441832	263
Pa10	1445256	1445519	263
Pa10	1445509	1447944	2435
Pa10	1460060	1460692	632
Pa10	1460340	1460760	420
Pa10	1462486	1463205	719
Pa10	1463335	1463410	75
Pa10	1463450	1463488	38
Pa10	1463704	1463766	62
Pa10	1463716	1463796	80
Pa10	1463795	1466209	2414
Pa10	1466325	1466420	95
Pa10	1466425	1466951	526
Pa10	1466868	1466962	94
Pa10	1466952	1468264	1312
Pa10	1468946	1469696	750
Pa10	1469165	1469720	555
Pa10	1470425	1470803	378
Pa10	1470915	1471065	150
Pa10	1472082	1473223	1141
Pa10	1473387	1474178	791
Pa10	1474973	1475033	60
Pa10	1475053	1475177	124
Pa10	1475177	1475337	160
Pa10	1475335	1475637	302
Pa10	1475492	1475696	204
Pa10	1477103	1477381	278
Pa10	1477728	1478455	727
Pa10	1478744	1480202	1458
Pa10	1481445	1481523	78
Pa10	1481524	1481566	42
Pa10	1481941	1482129	188
Pa10	1482585	1482918	333
Pa10	1482919	1483188	269
Pa10	1484622	1485184	562
Pa10	1485639	1485672	33
Pa10	1485749	1487178	1429
Pa10	1487230	1487652	422
Pa10	1489086	1489648	562
Pa10	1490103	1490136	33
Pa10	1490213	1491642	1429
Pa10	1491694	1492116	422
Pa10	1493550	1494112	562
Pa10	1494567	1494600	33
Pa10	1494677	1496106	1429
Pa10	1496158	1496580	422
Pa10	1498014	1498576	562
Pa10	1499031	1499064	33
Pa10	1499141	1500570	1429
Pa10	1500622	1501044	422
Pa10	1502478	1503040	562
Pa10	1503495	1503528	33
Pa10	1503605	1505034	1429
Pa10	1505086	1505508	422
Pa10	1505804	1505885	81
Pa10	1506384	1506465	81
Pa10	1506964	1507045	81
Pa10	1507544	1507625	81
Pa10	1508124	1508205	81
Pa10	1508704	1508785	81
Pa10	1509284	1509365	81
Pa10	1509864	1509945	81
Pa10	1510444	1510525	81
Pa10	1511024	1511105	81
Pa10	1511604	1511685	81
Pa10	1512184	1512265	81
Pa10	1512764	1512845	81
Pa10	1513344	1513425	81
Pa10	1513924	1514005	81
Pa10	1514504	1514585	81
Pa10	1515084	1515165	81
Pa10	1515664	1515745	81
Pa10	1516244	1516325	81
Pa10	1516824	1516905	81
Pa10	1517404	1517485	81
Pa10	1517984	1518065	81
Pa10	1518564	1518645	81
Pa10	1519144	1519225	81
Pa10	1519724	1519805	81
Pa10	1520304	1520385	81
Pa10	1520884	1520965	81
Pa10	1521464	1521545	81
Pa10	1522044	1522125	81
Pa10	1522624	1522705	81
Pa10	1522840	1523281	441
Pa10	1524522	1525582	1060
Pa10	1525674	1525738	64
Pa10	1525740	1526016	276
Pa10	1526017	1527893	1876
Pa10	1527892	1529680	1788
Pa10	1535247	1535296	49
Pa10	1536301	1536311	10
Pa10	1536312	1536356	44
Pa10	1536702	1536803	101
Pa10	1541052	1541086	34
Pa10	1544684	1544715	31
Pa10	1546155	1546456	301
Pa10	1546451	1546571	120
Pa10	1546467	1546807	340
Pa10	1546705	1548009	1304
Pa10	1547975	1548015	40
Pa10	1548016	1549667	1651
Pa10	1550331	1550888	557
Pa10	1551523	1551562	39
Pa10	1552056	1552314	258
Pa10	1559508	1559555	47
Pa10	1559985	1560088	103
Pa10	1560089	1560548	459
Pa10	1560619	1561237	618
Pa10	1561238	1563659	2421
Pa10	1563649	1563912	263
Pa10	1572788	1572831	43
Pa10	1572967	1573004	37
Pa10	1574311	1574338	27
Pa10	1575654	1575683	29
Pa10	1590702	1590811	109
Pa10	1590714	1590819	105
Pa10	1590823	1593048	2225
Pa10	1597380	1597559	179
Pa10	1597502	1597574	72
Pa10	1613087	1613529	442
Pa10	1613617	1613694	77
Pa10	1613695	1613900	205
Pa10	1614640	1616811	2171
Pa10	1615292	1617186	1894
Pa10	1616834	1617565	731
Pa10	1617760	1617919	159
Pa10	1620693	1621883	1190
Pa10	1621570	1621933	363
Pa10	1622425	1626202	3777
Pa10	1626203	1626506	303
Pa10	1626478	1626515	37
Pa10	1626532	1629805	3273
Pa10	1629806	1630338	532
Pa10	1630339	1631249	910
Pa10	1631224	1631773	549
Pa10	1631771	1632117	346
Pa10	1645677	1646244	567
Pa10	1647338	1647929	591
Pa10	1649053	1649644	591
Pa10	1653486	1654059	573
Pa10	1656321	1656890	569
Pa10	1657706	1658310	604
Pa10	1658772	1661308	2536
Pa10	1661301	1662024	723
Pa10	1662190	1663070	880
Pa10	1665345	1665381	36
Pa10	1665383	1669946	4563
Pa10	1672542	1675194	2652
Pa10	1674142	1675324	1182
Pa10	1675319	1675715	396
Pa10	1675871	1676031	160
Pa10	1676516	1681564	5048
Pa10	1681286	1683700	2414
Pa10	1683724	1684025	301
Pa10	1683833	1684589	756
Pa10	1684704	1685043	339
Pa10	1686205	1686434	229
Pa10	1687041	1688236	1195
Pa10	1689203	1690650	1447
Pa10	1690703	1691484	781
Pa10	1691472	1693011	1539
Pa10	1693005	1693339	334
Pa10	1693143	1693693	550
Pa10	1693694	1696441	2747
Pa10	1696432	1696523	91
Pa10	1698079	1698212	133
Pa10	1698213	1698241	28
Pa10	1699094	1699139	45
Pa10	1702666	1703603	937
Pa10	1704689	1704837	148
Pa10	1709805	1709954	149
Pa10	1721718	1721749	31
Pa10	1731738	1731818	80
Pa10	1731790	1732003	213
Pa10	1732336	1732545	209
Pa10	1732470	1732563	93
Pa10	1732566	1732751	185
Pa10	1732724	1732810	86
Pa10	1736093	1736165	72
Pa10	1736666	1736704	38
Pa10	1737226	1737304	78
Pa10	1738554	1739338	784
Pa10	1746669	1748793	2124
Pa10	1748792	1749271	479
Pa10	1749272	1749300	28
Pa10	1749273	1756919	7646
Pa10	1756755	1757401	646
Pa10	1757402	1757853	451
Pa10	1760132	1760157	25
Pa10	1760594	1760628	34
Pa10	1760804	1760836	32
Pa10	1762335	1763119	784
Pa10	1766686	1769242	2556
Pa10	1769243	1770238	995
Pa10	1769233	1771411	2178
Pa10	1771456	1771811	355
Pa10	1773408	1773499	91
Pa10	1774427	1775118	691
Pa10	1775763	1776126	363
Pa10	1777032	1777478	446
Pa10	1781631	1781746	115
Pa10	1781865	1783128	1263
Pa10	1783528	1783851	323
Pa10	1784332	1784377	45
Pa10	1802354	1802828	474
Pa10	1810818	1810844	26
Pa10	1817449	1817495	46
Pa10	1818263	1818318	55
Pa10	1818524	1818653	129
Pa10	1818539	1818753	214
Pa10	1819590	1819620	30
Pa10	1826107	1828420	2313
Pa10	1836555	1837993	1438
Pa10	1840381	1845941	5560
Pa10	1847691	1849287	1596
Pa10	1850135	1850211	76
Pa10	1850513	1850822	309
Pa10	1851045	1851086	41
Pa10	1851087	1852869	1782
Pa10	1852865	1853387	522
Pa10	1854330	1854808	478
Pa10	1855443	1855686	243
Pa10	1855502	1856658	1156
Pa10	1856644	1857355	711
Pa10	1858584	1858641	57
Pa10	1858890	1858929	39
Pa10	1859038	1859056	18
Pa10	1859962	1859991	29
Pa10	1860809	1860845	36
Pa10	1871489	1875300	3811
Pa10	1876390	1876426	36
Pa10	1878313	1878344	31
Pa10	1882289	1883038	749
Pa10	1883487	1884306	819
Pa10	1884303	1885023	720
Pa10	1885472	1886221	749
Pa10	1898835	1898962	127
Pa10	1899860	1899911	51
Pa10	1901438	1902023	585
Pa10	1912023	1912333	310
Pa10	1912497	1912690	193
Pa10	1913216	1913950	734
Pa10	1913948	1915441	1493
Pa10	1915251	1916750	1499
Pa10	1916752	1917461	709
Pa10	1921906	1921962	56
Pa10	1922245	1924684	2439
Pa10	1924918	1925122	204
Pa10	1927040	1928761	1721
Pa10	1928795	1928846	51
Pa10	1928802	1930144	1342
Pa10	1931198	1931723	525
Pa10	1932696	1937204	4508
Pa10	1941685	1941804	119
Pa10	1950375	1950482	107
Pa10	1950477	1950525	48
Pa10	1950500	1950554	54
Pa10	1950505	1950567	62
Pa10	1950548	1951659	1111
Pa10	1951488	1954073	2585
Pa10	1953472	1955774	2302
Pa10	1955775	1955934	159
Pa10	1954628	1957465	2837
Pa10	1957466	1962774	5308
Pa10	1962775	1966381	3606
Pa10	1966388	1966663	275
Pa10	1966665	1966729	64
Pa10	1967154	1967210	56
Pa10	1967793	1967829	36
Pa10	1967972	1968265	293
Pa10	1968267	1968834	567
Pa10	1968833	1970492	1659
Pa10	1970491	1970973	482
Pa10	1970975	1972350	1375
Pa10	1972492	1973302	810
Pa10	1973411	1973686	275
Pa10	1973741	1976111	2370
Pa10	1976112	1976387	275
Pa10	1976389	1976446	57
Pa10	1976447	1978333	1886
Pa10	1978776	1980440	1664
Pa10	1980442	1981161	719
Pa10	1983613	1983932	319
Pa10	1983989	1984272	283
Pa10	1987675	1987958	283
Pa10	1988015	1988334	319
Pa10	1990786	1991505	719
Pa10	1991507	1993171	1664
Pa10	1993614	1994551	937
Pa10	1994555	1995465	910
Pa10	1995464	1995770	306
Pa10	1996323	1996352	29
Pa10	1997852	1997881	29
Pa10	2001814	2002049	235
Pa10	2005012	2005028	16
Pa10	2017275	2017510	235
Pa10	2023574	2023676	102
Pa10	2024303	2024333	30
Pa10	2046975	2047258	283
Pa10	2060431	2060582	151
Pa10	2062729	2062881	152
Pa10	2062902	2062959	57
Pa10	2062965	2063026	61
Pa10	2062980	2063534	554
Pa10	2079326	2079992	666
Pa10	2079990	2081122	1132
Pa10	2081122	2081355	233
Pa10	2083914	2083935	21
Pa10	2085426	2085449	23
Pa10	2085633	2085659	26
Pa10	2088751	2088775	24
Pa10	2091611	2091659	48
Pa10	2092731	2092776	45
Pa10	2093042	2093708	666
Pa10	2093706	2095021	1315
Pa10	2107678	2107718	40
Pa10	2108956	2109291	335
Pa10	2109934	2110037	103
Pa10	2110047	2110947	900
Pa10	2110949	2111848	899
Pa10	2115956	2116008	52
Pa10	2118068	2118143	75
Pa10	2123323	2123355	32
Pa10	2124523	2124793	270
Pa10	2128750	2129365	615
Pa10	2129366	2130705	1339
Pa10	2130707	2131263	556
Pa10	2131263	2131670	407
Pa10	2131672	2132120	448
Pa10	2132701	2132736	35
Pa10	2137486	2138211	725
Pa10	2139779	2139797	18
Pa10	2139798	2139849	51
Pa10	2139799	2139949	150
Pa10	2139973	2140272	299
Pa10	2140271	2142764	2493
Pa10	2142406	2147551	5145
Pa10	2151561	2152716	1155
Pa10	2152712	2153010	298
Pa10	2153586	2153715	129
Pa10	2153871	2154017	146
Pa10	2154005	2155664	1659
Pa10	2156828	2157303	475
Pa10	2161318	2162968	1650
Pa10	2162967	2164142	1175
Pa10	2164143	2164419	276
Pa10	2164421	2164479	58
Pa10	2170451	2170963	512
Pa10	2175430	2175488	58
Pa10	2175490	2175765	275
Pa10	2176148	2176735	587
Pa10	2176837	2181359	4522
Pa10	2181450	2181763	313
Pa10	2182766	2184352	1586
Pa10	2184353	2185249	896
Pa10	2185250	2185461	211
Pa10	2186035	2186599	564
Pa2	1	562	561
Pa2	563	2691	2128
Pa2	2767	3400	633
Pa2	3464	3712	248
Pa2	5703	7358	1655
Pa2	8508	8528	20
Pa2	8730	9169	439
Pa2	9170	9387	217
Pa2	9382	9492	110
Pa2	9484	11373	1889
Pa2	11297	11423	126
Pa2	11398	11438	40
Pa2	11435	12445	1010
Pa2	12743	12761	18
Pa2	14369	14693	324
Pa2	18161	18418	257
Pa2	18419	19064	645
Pa2	18900	26415	7515
Pa2	26417	26894	477
Pa2	26893	29201	2308
Pa2	28600	29624	1024
Pa2	29413	29773	360
Pa2	29670	32534	2864
Pa2	32535	33009	474
Pa2	33011	34204	1193
Pa2	34192	35788	1596
Pa2	35789	37460	1671
Pa2	37451	39414	1963
Pa2	39415	39892	477
Pa2	39894	47491	7597
Pa2	47327	47972	645
Pa2	47973	49478	1505
Pa2	49473	50804	1331
Pa2	51595	51639	44
Pa2	53723	53751	28
Pa2	60828	61335	507
Pa2	61336	62845	1509
Pa2	80453	81572	1119
Pa2	80930	82649	1719
Pa2	100765	102421	1656
Pa2	102422	102899	477
Pa2	102898	103213	315
Pa2	103215	103689	474
Pa2	103690	104726	1036
Pa2	110742	110780	38
Pa2	113060	113478	418
Pa2	113890	113949	59
Pa2	113951	114226	275
Pa2	114227	116598	2371
Pa2	116653	116928	275
Pa2	117093	117913	820
Pa2	118020	119398	1378
Pa2	119400	120453	1053
Pa2	120455	120748	293
Pa2	121510	121566	56
Pa2	121992	122056	64
Pa2	122058	122333	275
Pa2	135354	135767	413
Pa2	135866	136934	1068
Pa2	136933	137180	247
Pa2	137244	137840	596
Pa2	137841	139369	1528
Pa2	139500	139883	383
Pa2	145480	147133	1653
Pa2	147731	147765	34
Pa2	147765	147823	58
Pa2	147825	148100	275
Pa2	148101	150472	2371
Pa2	150527	150802	275
Pa2	150967	151787	820
Pa2	151894	153232	1338
Pa2	153256	154254	998
Pa2	154256	154549	293
Pa2	154692	154728	36
Pa2	155311	155367	56
Pa2	155792	155856	64
Pa2	155858	156133	275
Pa2	156140	157149	1009
Pa2	157150	157733	583
Pa2	157818	158251	433
Pa2	158338	158638	300
Pa2	158830	159304	474
Pa2	159306	160083	777
Pa2	163440	165159	1719
Pa2	167202	169141	1939
Pa2	169142	171010	1868
Pa2	171011	171959	948
Pa2	172401	172424	23
Pa2	172661	172678	17
Pa2	173037	173066	29
Pa2	173072	173671	599
Pa2	190082	190344	262
Pa2	227063	227120	57
Pa2	230915	231913	998
Pa2	231914	232216	302
Pa2	232071	232276	205
Pa2	233677	233793	116
Pa2	233683	233813	130
Pa2	233858	234503	645
Pa2	234339	242039	7700
Pa2	242041	242521	480
Pa2	242974	243701	727
Pa2	243990	245447	1457
Pa2	246682	246805	123
Pa2	247178	247366	188
Pa2	247822	248156	334
Pa2	248158	248975	817
Pa2	256320	259043	2723
Pa2	267691	267721	30
Pa2	277173	277294	121
Pa2	277523	277821	298
Pa2	284642	288568	3926
Pa2	292327	292380	53
Pa2	300578	300610	32
Pa2	306746	306806	60
Pa2	314120	316673	2553
Pa2	319959	320007	48
Pa2	320641	320710	69
Pa2	321776	321828	52
Pa2	322765	325187	2422
Pa2	325162	325278	116
Pa2	325865	325896	31
Pa2	325942	325972	30
Pa2	330706	330738	32
Pa2	332098	332175	77
Pa2	334439	334537	98
Pa2	335022	335046	24
Pa2	342351	342388	37
Pa2	346398	346426	28
Pa2	352799	352831	32
Pa2	360046	360150	104
Pa2	360458	360491	33
Pa2	360786	360863	77
Pa2	371204	372060	856
Pa2	372061	373857	1796
Pa2	374638	374867	229
Pa2	375393	376069	676
Pa2	376400	377765	1365
Pa2	379083	379132	49
Pa2	379624	381420	1796
Pa2	381960	382032	72
Pa2	388972	389441	469
Pa2	389495	389765	270
Pa2	415199	419450	4251
Pa2	419439	419533	94
Pa2	419460	420987	1527
Pa2	420988	421007	19
Pa2	421008	421032	24
Pa2	421033	423994	2961
Pa2	423981	424904	923
Pa2	424695	425717	1022
Pa2	425116	426706	1590
Pa2	426720	427189	469
Pa2	427190	427427	237
Pa2	427256	428371	1115
Pa2	428368	428408	40
Pa2	428383	428490	107
Pa2	428432	431374	2942
Pa2	433994	434067	73
Pa2	434207	434335	128
Pa2	438179	438594	415
Pa2	438989	439412	423
Pa2	442079	447737	5658
Pa2	448288	448690	402
Pa2	450073	455781	5708
Pa2	455778	457571	1793
Pa2	459050	460638	1588
Pa2	462338	462369	31
Pa2	463874	463996	122
Pa2	465943	466002	59
Pa2	467863	467936	73
Pa2	467977	468040	63
Pa2	469008	469086	78
Pa2	469146	469195	49
Pa2	470544	470582	38
Pa2	471066	471151	85
Pa2	472519	472578	59
Pa2	476074	476111	37
Pa2	478517	482896	4379
Pa2	482853	483021	168
Pa2	482951	483059	108
Pa2	483711	484688	977
Pa2	484808	485367	559
Pa2	485107	486914	1807
Pa2	486915	488005	1090
Pa2	489548	489605	57
Pa2	491749	492150	401
Pa2	492342	493001	659
Pa2	495174	495675	501
Pa2	496566	496742	176
Pa2	499633	500728	1095
Pa2	500837	502716	1879
Pa2	503125	503370	245
Pa2	503369	504208	839
Pa2	504245	505575	1330
Pa2	505589	506058	469
Pa2	506059	506296	237
Pa2	506125	507227	1102
Pa2	507221	507275	54
Pa2	507250	507357	107
Pa2	507290	507400	110
Pa2	511122	511156	34
Pa2	511376	511417	41
Pa2	514898	514978	80
Pa2	515558	515714	156
Pa2	515721	515792	71
Pa2	515794	516069	275
Pa2	516873	517346	473
Pa2	517348	524471	7123
Pa2	524606	524750	144
Pa2	524751	525223	472
Pa2	525292	525318	26
Pa2	525583	525605	22
Pa2	526446	526596	150
Pa2	528716	529645	929
Pa2	529646	529674	28
Pa2	529675	531184	1509
Pa2	532656	536410	3754
Pa2	536393	536720	327
Pa2	537820	541857	4037
Pa2	543194	547254	4060
Pa2	547879	551915	4036
Pa2	553106	555846	2740
Pa2	558088	559835	1747
Pa2	560310	561233	923
Pa2	561234	568159	6925
Pa2	568160	574075	5915
Pa2	574076	574398	322
Pa2	574393	574616	223
Pa2	575091	576838	1747
Pa2	579080	581820	2740
Pa2	583009	583337	328
Pa2	583547	585417	1870
Pa2	584699	585548	849
Pa2	585526	587592	2066
Pa2	588885	589073	188
Pa2	590433	590782	349
Pa2	591277	591295	18
Pa2	610008	610026	18
Pa2	610826	610881	55
Pa2	610882	611134	252
Pa2	611135	611394	259
Pa2	611447	611572	125
Pa2	611710	611755	45
Pa2	612386	612418	32
Pa2	612433	612802	369
Pa2	612519	612830	311
Pa2	614024	616809	2785
Pa2	624037	624102	65
Pa2	624382	624449	67
Pa2	625253	625289	36
Pa2	625629	625654	25
Pa2	628222	629126	904
Pa2	629234	629670	436
Pa2	630099	631775	1676
Pa2	637965	638047	82
Pa2	638069	638116	47
Pa2	643464	643516	52
Pa2	643586	643653	67
Pa2	643654	643906	252
Pa2	643907	643962	55
Pa2	644761	644782	21
Pa2	646889	647009	120
Pa2	648116	648678	562
Pa2	649174	651803	2629
Pa2	651804	651932	128
Pa2	653801	653811	10
Pa2	653812	654120	308
Pa2	654121	654210	89
Pa2	654211	654307	96
Pa2	654465	654510	45
Pa2	655121	655157	36
Pa2	655160	655306	146
Pa2	655307	655615	308
Pa2	655616	655626	10
Pa2	658829	658949	120
Pa2	661669	663256	1587
Pa2	665262	666251	989
Pa2	666296	666723	427
Pa2	666413	666946	533
Pa2	670075	670109	34
Pa2	670686	670740	54
Pa2	671128	671172	44
Pa2	671684	671734	50
Pa2	685926	685990	64
Pa2	687320	687369	49
Pa2	687904	687958	54
Pa2	687959	688207	248
Pa2	688208	688408	200
Pa2	688479	688560	81
Pa2	688710	688737	27
Pa2	689198	689539	341
Pa2	692090	692130	40
Pa2	695022	696255	1233
Pa2	695939	696295	356
Pa2	696308	697228	920
Pa2	697097	697246	149
Pa2	697236	698803	1567
Pa2	698817	699734	917
Pa2	702888	703024	136
Pa2	703787	703849	62
Pa2	704299	704333	34
Pa2	704634	704861	227
Pa2	704862	705119	257
Pa2	705103	705258	155
Pa2	705120	705229	109
Pa2	708663	708690	27
Pa2	709848	709944	96
Pa2	710009	710045	36
Pa2	711391	711423	32
Pa2	712693	712725	32
Pa2	713275	717779	4504
Pa2	717783	718309	526
Pa2	725312	725346	34
Pa2	725647	725787	140
Pa2	725788	726036	248
Pa2	726037	726092	55
Pa2	730911	730929	18
Pa2	738551	738917	366
Pa2	740179	741897	1718
Pa2	742215	742457	242
Pa2	742458	743745	1287
Pa2	743746	744090	344
Pa2	744090	744994	904
Pa2	745045	747811	2766
Pa2	751290	751424	134
Pa2	751522	751683	161
Pa2	760087	760169	82
Pa2	760108	760219	111
Pa2	760194	760248	54
Pa2	760242	761343	1101
Pa2	761172	762227	1055
Pa2	762241	763808	1567
Pa2	763798	763947	149
Pa2	763816	764526	710
Pa2	764524	767138	2614
Pa2	765695	768329	2634
Pa2	768319	769279	960
Pa2	769154	769326	172
Pa2	769567	769967	400
Pa2	769612	770014	402
Pa2	770143	770239	96
Pa2	772902	772943	41
Pa2	775900	775940	40
Pa2	778594	778800	206
Pa2	779501	780436	935
Pa2	792566	797347	4781
Pa2	797579	798056	477
Pa2	798058	805758	7700
Pa2	805594	806239	645
Pa2	807297	807404	107
Pa2	807405	807865	460
Pa2	809126	809218	92
Pa2	809799	809879	80
Pa2	812866	812911	45
Pa2	813985	814022	37
Pa2	815012	815347	335
Pa2	815479	815510	31
Pa2	816613	816651	38
Pa2	819181	819204	23
Pa2	820268	822343	2075
Pa2	823089	824073	984
Pa2	824058	825678	1620
Pa2	825878	826208	330
Pa2	826285	826705	420
Pa2	836290	836881	591
Pa2	838079	838805	726
Pa2	840333	842268	1935
Pa2	845460	845924	464
Pa2	845912	846164	252
Pa2	856450	856777	327
Pa2	858569	858625	56
Pa2	858575	859932	1357
Pa2	859025	860762	1737
Pa2	861279	861513	234
Pa2	862012	863214	1202
Pa2	869336	869417	81
Pa2	870293	870965	672
Pa2	870965	871066	101
Pa2	870979	871856	877
Pa2	871858	872462	604
Pa2	872353	873781	1428
Pa2	873197	874323	1126
Pa2	874385	874486	101
Pa2	874551	875240	689
Pa2	876503	876993	490
Pa2	878535	879875	1340
Pa2	879887	880086	199
Pa2	880101	880153	52
Pa2	880155	880430	275
Pa2	880873	881587	714
Pa2	881897	882606	709
Pa2	892178	892271	93
Pa2	894405	895404	999
Pa2	895409	895931	522
Pa2	895956	896301	345
Pa2	896461	898257	1796
Pa2	899911	900252	341
Pa2	909177	912213	3036
Pa2	912248	913589	1341
Pa2	913582	914057	475
Pa2	914052	915172	1120
Pa2	918924	919280	356
Pa2	922208	922376	168
Pa2	922273	924633	2360
Pa2	928882	928959	77
Pa2	929086	933428	4342
Pa2	933429	933654	225
Pa2	941229	941249	20
Pa2	948233	948274	41
Pa2	949536	951980	2444
Pa2	952185	952417	232
Pa2	952390	953371	981
Pa2	953362	953680	318
Pa2	953653	953885	232
Pa2	954090	956534	2444
Pa2	959154	959323	169
Pa2	959331	959587	256
Pa2	961220	964108	2888
Pa2	964413	964633	220
Pa2	969122	970840	1718
Pa2	983323	986093	2770
Pa2	996010	996056	46
Pa2	996027	996070	43
Pa2	996477	996504	27
Pa2	997369	997389	20
Pa2	997411	997444	33
Pa2	1004849	1005135	286
Pa2	1006532	1006954	422
Pa2	1007279	1007580	301
Pa2	1007769	1008246	477
Pa2	1009831	1010117	286
Pa2	1019787	1021375	1588
Pa2	1022594	1023011	417
Pa2	1025828	1027917	2089
Pa2	1027917	1027955	38
Pa2	1031042	1031076	34
Pa2	1032618	1032643	25
Pa2	1040429	1040446	17
Pa2	1041973	1042308	335
Pa2	1042404	1042523	119
